v1,v2
ham,I'm gonna rip out my uterus.
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
ham,"Yeah, give me a call if you've got a minute"
ham,Okay... I booked all already... Including the one at bugis.
ham,"Sorry, I'll call later"
ham,In the end she might still vomit but its okay. Not everything will come out.
ham,Dear we got  &lt;#&gt;  dollars hi hi
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
ham,Please attend the phone:)
ham,When you came to hostel.
ham,"Cool, I'll text you when I'm on the way"
spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
ham,Yes da. Any plm at ur office
ham,Ok lor. I'm in town now lei.
ham,"It's ok, at least armand's still around"
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
ham,Are there TA jobs available? Let me know please cos i really need to start working
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
ham,In da car park 
ham,Er mw im filled tuth is aight
ham,Aight sorry I take ten years to shower. What's the plan?
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
ham,K...k:)why cant you come here and search job:)
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
ham,No did you check? I got his detailed message now
ham,Indeed and by the way it was either or - not both !
ham,O we cant see if we can join denis and mina? Or does denis want alone time
ham, &lt;#&gt;  mins but i had to stop somewhere first.
ham,Alright. I'm out--have a good night!
ham,Waaaat?? Lololo ok next time then!
ham,At WHAT TIME should i come tomorrow
ham,Ok cool. See ya then.
spam,"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\"""""
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
ham,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am
ham,I was just callin to say hi. Take care bruv!
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage. "
ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
ham,Was actually about to send you a reminder today. Have a wonderful weekend
ham,And popping &lt;#&gt; ibuprofens was no help.
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!"
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep."
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
ham,Where to get those?
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/
ham,"Same, I'm at my great aunts anniversary party in tarpon springs"
ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
ham,Then u going ikea str aft dat?
ham,No just send to you. Bec you in temple na.
ham,Congrats kano..whr s the treat maga?
ham,What happened in interview?
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
ham,"Hey elaine, is today's meeting still on?"
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP
ham,ÌÏ predict wat time Ì_'ll finish buying?
ham,"Er, hello, things didnÛ÷t quite go to plan ÛÒ is limping slowly home followed by aa and with exhaust hanging off"
ham,There the size of elephant tablets & u shove um up ur ass!!
ham,Oh god..taken the teeth?is it paining
ham,"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\"""
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
ham,Thank You meet you monday
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
ham,Ok k..sry i knw 2 siva..tats y i askd..
ham,Nobody names their penis a girls name this story doesn't add up at all
ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.
ham,i dnt wnt to tlk wid u
ham,"K, I'll work something out"
spam,Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
ham,Easy ah?sen got selected means its good..
ham,Ok thanx...
ham,Then u go back urself lor...
ham,Serious? What like proper tongued her
ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls."
ham,I'm at work. Please call
ham,U calling me right? Call my hand phone...
ham,Hey... are you going to quit soon? Xuhui and i working till end of the month 
spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529
ham,Here got lots of hair dresser fr china.
ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; 
ham,Ya even those cookies have jelly on them
ham,Good night. Am going to sleep.
ham,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.
ham,U dun say so early hor... U c already then say...
ham,When can Ì_ come out?
ham,Do have a nice day today. I love you so dearly.
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,Yupz... I've oredi booked slots 4 my weekends liao... 
ham,So Ì_'ll be submitting da project tmr rite?
ham,Send me your id and password
ham,K...k...when will you give treat?
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
ham,No message..no responce..what happend?
ham,Neva mind it's ok..
ham,Great. P diddy is my neighbor and comes for toothpaste every morning
ham,Will it help if we propose going back again tomorrow
ham,"Doing nothing, then u not having dinner w us?"
ham,How much did ur hdd casing cost.
ham,Can Ì_ call me at 10:10 to make sure dat i've woken up...
ham,This weekend is fine (an excuse not to do too much decorating)
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
ham,I'm serious. You are in the money base
ham,One small prestige problem now.
ham,Lol boo I was hoping for a laugh
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
ham,No one interested. May be some business plan.
ham,Just sleeping..and surfing
ham,Yes... I trust u to buy new stuff ASAP so I can try it out
ham,Honey boo I'm missing u.
ham,"Hey babe, my friend had to cancel, still up for a visit ?"
ham,"How long before you get reply, just defer admission til next semester"
ham,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn"""
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
ham,I dont have i shall buy one dear
ham,Howz that persons story
ham,\CHA QUITEAMUZING THATåÕSCOOL BABE
ham,Where's my boytoy? I miss you ... What happened?
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*
ham,K..k.:)congratulation ..
ham,"Yes but i dont care! I need you bad, princess!"
ham,Are you driving or training?
ham,Wat's da model num of ur phone?
ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones"
ham,Hey! There's veggie pizza... :/
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X."
ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream
ham,Yeah no probs - last night is obviously catching up with you... Speak soon 
ham,Hmmm:)how many players selected?
ham,"Im sorry bout last nite it wasnåÕt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/
ham,Just normal only here :)
ham,Okay but i thought you were the expert
ham,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\"""""
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
ham,Super msg da:)nalla timing.
ham,What's a feathery bowa? Is that something guys have that I don't know about?
ham,Yo we are watching a movie on netflix
ham,Haha... Hope Ì_ can hear the receipt sound... Gd luck!
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
ham,What you doing?how are you?
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg
ham,K.k..how is your sister kids?
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
ham,Ok ok take care. I can understand.
ham,I went to ur hon lab but no one is there.
ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
ham,Host-based IDPS for linux systems.
ham,Mmm so yummy babe ... Nice jolt to the suzy
ham,U coming 2 pick me?
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
ham,Lol I would but despite these cramps I like being a girl.
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
ham,Aight what time you want me to come up?
ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome"
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.
ham,We're on the opposite side from where we dropped you off
ham,Not directly behind... Abt 4 rows behind Ì_...
ham,"Hurry up, I've been weed-deficient for like three days"
ham,"Well, I was about to give up cos they all said no they didnÛ÷t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
ham,Be sure to check your yahoo email. We sent photos yesterday
ham,Oh sorry please its over
ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
ham,Yes fine 
ham,Dear good morning how you feeling dear
ham,I wont. So wat's wit the guys
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
ham,U in town alone?
ham,I have gone into get info bt dont know what to do
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
ham,I will see in half an hour
ham,Just getting back home
ham,Ok
ham,His frens go then he in lor. Not alone wif my mum n sis lor.
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
ham,Unless it's a situation where YOU GO GURL would be more appropriate
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
ham,Teach me apps da. When you come to college.
ham,"A few people are at the game, I'm at the mall with iouri and kaila"
ham,Going to take your babe out ?
ham,So what u doing today?
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
ham,Doing project w frens lor. 
ham,"They can try! They can get lost, in fact. Tee hee"
ham,Yes I know the cheesy songs from frosty the snowman :)
ham,I want to see your pretty pussy...
ham,I'm in town now so i'll jus take mrt down later.
spam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic
ham,(That said can you text him one more time?)
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks"
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
ham,"Sure thing big man. i have hockey elections at 6, shouldnÛ÷t go on longer than an hour though"
ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply."
ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
ham,Fine. Do you remember me.
ham,"Well, I meant as opposed to my drunken night of before"
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
ham,We have to pick rayan macleran there.
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
ham,Does uncle timi help in clearing cars
ham,After completed degree. There is no use in joining finance.
ham,Near kalainar tv office.thenampet
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply."
spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
ham,Hi my email address has changed now it is 
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
ham,Yavnt tried yet and never played original either
ham,You unbelievable faglord
ham,Thanx but my birthday is over already.
ham,"I av a new number,  . Wil u only use this one,ta."
ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
ham,Ok then i'll let him noe later n ask him call u tmr...
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! "
ham,Then mum's repent how?
ham,YO YO YO BYATCH WHASSUP?
ham,Tell me pa. How is pain de.
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
ham,"Yeah, don't go to bed, I'll be back before midnight"
ham,No da..today also i forgot..
ham,My battery is low babe
ham,I had askd u a question some hours before. Its answer
ham,How much r Ì_ willing to pay?
ham,"Nothing much, chillin at home. Any super bowl plan?"
ham,I'm going 2 orchard now laready me reaching soon. U reaching?
ham,LOL that would be awesome payback.
ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\"""""
ham,I thk Ì_ gotta go home by urself. Cos i'll b going out shopping 4 my frens present. 
ham,Well you told others you'd marry them...
ham,Do Ì_ all wan 2 meet up n combine all the parts? How's da rest of da project going?
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,Only once then after ill obey all yours.
ham,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
ham,Ok ill tell the company
ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
ham,I sent lanre fakeye's Eckankar details to the mail box
ham,Good evening! this is roger. How are you?
ham,U havenåÕt lost me ill always b here 4u.i didnåÕt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thatåÕs what itried2tell urmom.i careabout u
ham,"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?"
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..
ham,I'm working technical support :)voice process.networking field.
ham,May i call You later Pls
ham,Unlimited texts. Limited minutes.
ham,No message..no responce..what happend?
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
ham,"I'm in solihull, | do you want anything?"
ham,Have you laid your airtel line to rest?
ham,Much better now thanks lol
ham,K..k...from tomorrow onwards started ah?
ham,when you and derek done with class?
ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore
ham,\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?"
ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,Yes baby! We can study all the positions of the kama sutra ;)
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
ham,Oh... Kay... On sat right?
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
ham,Huh y lei...
ham,"Wat time liao, where still got."
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
ham,You need to get up. Now.
ham,Hmmm.but you should give it on one day..
ham,I have printed it oh. So  &lt;#&gt;  come upstairs
ham,How much would it cost to hire a hitman
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
ham,Haha... They cant what... At the most tmr forfeit... haha so how?
ham,"IÛ÷ll leave around four, ok?"
ham,Meet after lunch la...
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589"
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
ham,Mine here like all fr china then so noisy.
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
ham,I wonder if you'll get this text?
ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, å£1.50 to rcv"
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X
ham,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)
ham,Thank you. do you generally date the brothas?
ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
ham,Otherwise had part time job na-tuition..
ham,Aaooooright are you at work?
ham,7 at esplanade.. Do Ì_ mind giving me a lift cos i got no car today..
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
ham,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs
ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
spam,PRIVATE! Your 2003 Account Statement for 078
ham,Oh ok no prob..
ham,K da:)how many page you want?
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
ham,"Night night, see you tomorrow"
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
ham,"Ask g or iouri, I've told the story like ten times already"
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
ham,Yes.. now only saw your message..
ham,i felt so...not any conveying reason.. Ese he... What about me?
ham,"It's that time of the week again, ryan"
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,Those were my exact intentions
ham,Kent vale lor... ÌÏ wait 4 me there ar?
ham,Just nw i came to hme da..
ham,I havent lei.. Next mon can?
ham,I'm awake oh. What's up.
ham,I'm leaving my house now...
ham,So the sun is anti sleep medicine.
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only
spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
ham,East coast
ham,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
ham,Come by our room at some point so we can iron out the plan for this weekend
ham,Eh u send wrongly lar...
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,If he started searching he will get job in few days.he have great potential and talent.
ham,Please tell me you have some of that special stock you were talking about
ham,Yup...
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
ham,Hey i will be late... i'm at amk. Need to drink tea or coffee
ham,Sent me de webadres for geting salary slip
ham,I surely dont forgot to come:)i will always be in touch in with you:-)
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
ham,I am in bus on the way to calicut
ham,Will be office around 4 pm. Now i am going hospital.
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... "
ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!"
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
ham,Ok that's great thanx a lot.
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
ham,Pathaya enketa maraikara pa'
ham,Was the actual exam harder than NBME
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
ham,"I am in tirupur da, once you started from office call me."
ham,He dint tell anything. He is angry on me that why you told to abi.
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,Ok. She'll be ok. I guess
ham,Oh k...i'm watching here:)
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248
ham,"Sorry, I'll call later"
ham,"If you want to mapquest it or something look up \usf dogwood drive\"""
ham,Designation is software developer and may be she get chennai:)
ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX
ham,When did you get to the library
ham,Nope. I just forgot. Will show next week
ham,Yup n her fren lor. I'm meeting my fren at 730.
ham,"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\"""""
ham,Hey mate. Spoke to the mag people. WeÛ÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 
ham,Finish liao... U?
ham,I have no money 4 steve mate! !
spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=trueåÁC C RingtoneåÁ
ham,Hi mom we might be back later than  &lt;#&gt; 
ham,On the way to office da..
ham,* Will be september by then!
ham,I am in hospital da. . I will return home in evening
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... "
ham,Check audrey's status right now
ham,She told to hr that he want posting in chennai:)because i'm working here:)
spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 "
ham,I donno if they are scorable
ham,"And that's fine, I got enough bud to last most of the night at least"
ham,Sorry . I will be able to get to you. See you in the morning.
ham,Am in film ill call you later.
ham,Went fast asleep dear.take care.
ham,No..but heard abt tat..
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386 
ham,"Just sent again. Do you scream and moan in bed, princess?"
ham,"I hav almost reached. Call, i m unable to connect u."
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
ham,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
ham,K:)k:)good:)study well.
